date,sales
2019-01-01,186.0
2019-01-02,74629.0
2019-01-03,55893.0
2019-01-04,52064.0
2019-01-05,70128.0
2019-01-06,74295.0
2019-01-07,50036.0
2019-01-08,45075.0
2019-01-09,42958.0
2019-01-10,38621.0
2019-01-11,38550.0
2019-01-12,56040.0
2019-01-13,61070.0
2019-01-14,41137.0
2019-01-15,41274.0
2019-01-16,45278.0
2019-01-17,37144.0
2019-01-18,40049.0
2019-01-19,57508.0
2019-01-20,59823.0
2019-01-21,43332.0
2019-01-22,44098.0
2019-01-23,39310.0
2019-01-24,33314.0
2019-01-25,39071.0
2019-01-26,54997.0
2019-01-27,56881.0
2019-01-28,39750.0
2019-01-29,37370.0
2019-01-30,40999.0
2019-01-31,37971.0
2019-02-01,52619.0
2019-02-02,74849.0
2019-02-03,71129.0
2019-02-04,50354.0
2019-02-05,47853.0
2019-02-06,46676.0
2019-02-07,41248.0
2019-02-08,44114.0
2019-02-09,54656.0
2019-02-10,39606.0
2019-02-11,34940.0
2019-02-12,39825.0
2019-02-13,43666.0
2019-02-14,36495.0
2019-02-15,45162.0
2019-02-16,63974.0
2019-02-17,49745.0
2019-02-18,47713.0
2019-02-19,40778.0
2019-02-20,42701.0
2019-02-21,36251.0
2019-02-22,36216.0
2019-02-23,52284.0
2019-02-24,56132.0
2019-02-25,42106.0
2019-02-26,36171.0
2019-02-27,38158.0
2019-02-28,37557.0
2019-03-01,50716.0
2019-03-02,73145.0
2019-03-03,74686.0
2019-03-04,53750.0
2019-03-05,46642.0
2019-03-06,45721.0
2019-03-07,40193.0
2019-03-08,40153.0
2019-03-09,58473.0
2019-03-10,59179.0
2019-03-11,43358.0
2019-03-12,37032.0
2019-03-13,40020.0
2019-03-14,32759.0
2019-03-15,42240.0
2019-03-16,63682.0
2019-03-17,66896.0
2019-03-18,44675.0
2019-03-19,40183.0
2019-03-20,45118.0
2019-03-21,36121.0
2019-03-22,38594.0
2019-03-23,59222.0
2019-03-24,56522.0
2019-03-25,42234.0
2019-03-26,35316.0
2019-03-27,40165.0
2019-03-28,39539.0
2019-03-29,38905.0
2019-03-30,59507.0
2019-03-31,60644.0
