date,sales
2019-01-01,180.589
2019-01-02,26246.319
2019-01-03,18456.48002
2019-01-04,16721.96901
2019-01-05,22367.76108
2019-01-06,26861.665
2019-01-07,17646.151
2019-01-08,15805.76402
2019-01-09,16002.83002
2019-01-10,14134.59703
2019-01-11,14579.76001
2019-01-12,20311.584
2019-01-13,25426.017
2019-01-14,17028.452
2019-01-15,16764.118
2019-01-16,17517.78298
2019-01-17,15154.472
2019-01-18,15811.88602
2019-01-19,21668.79403
2019-01-20,25184.166044999998
2019-01-21,17811.85197
2019-01-22,15367.80199
2019-01-23,15693.49798
2019-01-24,14425.08802
2019-01-25,16561.232
2019-01-26,21061.09198
2019-01-27,23905.38303
2019-01-28,16794.32996
2019-01-29,14723.319
2019-01-30,15144.5
2019-01-31,14419.60298
2019-02-01,17346.746
2019-02-02,23659.7139
2019-02-03,22997.431
2019-02-04,17773.102
2019-02-05,15931.481
2019-02-06,16204.95002
2019-02-07,15197.28202
2019-02-08,17355.07097
2019-02-09,20273.89902
2019-02-10,15232.682
2019-02-11,14311.96396
2019-02-12,16711.431969999998
2019-02-13,17940.172
2019-02-14,15044.30898
2019-02-15,16295.11094
2019-02-16,24249.319
2019-02-17,22717.47801
2019-02-18,19537.965
2019-02-19,16208.673
2019-02-20,17065.727
2019-02-21,14649.607
2019-02-22,15167.90502
2019-02-23,20792.97601
2019-02-24,24415.13103
2019-02-25,17073.48698
2019-02-26,15010.861
2019-02-27,15506.84399
2019-02-28,15138.08495
2019-03-01,18220.95901
2019-03-02,24611.64
2019-03-03,28286.35499
2019-03-04,20356.70798
2019-03-05,16909.35803
2019-03-06,17824.100019999998
2019-03-07,15233.154
2019-03-08,15648.711009999999
2019-03-09,21947.73498
2019-03-10,25344.364
2019-03-11,18189.346
2019-03-12,15095.216
2019-03-13,16368.494
2019-03-14,14730.508
2019-03-15,16425.94202
2019-03-16,23632.95898
2019-03-17,27807.539
2019-03-18,19404.313000000002
2019-03-19,16149.74899
2019-03-20,17250.20897
2019-03-21,15342.804
2019-03-22,15243.59997
2019-03-23,21902.91
2019-03-24,24180.8039
2019-03-25,17674.252
2019-03-26,14769.98798
2019-03-27,16657.19297
2019-03-28,16780.02697
2019-03-29,16729.64802
2019-03-30,20997.36198
2019-03-31,24308.85492
2019-04-01,22030.397
2019-04-02,18770.998
2019-04-03,19051.261
2019-04-04,16338.249
2019-04-05,16299.34005
2019-04-06,23135.26602
2019-04-07,27236.49108
2019-04-08,18608.311
2019-04-09,16091.92599
2019-04-10,16693.611
2019-04-11,15182.69697
2019-04-12,15295.96302
2019-04-13,21598.36303
2019-04-14,25094.88001
2019-04-15,18994.583
2019-04-16,17362.891
2019-04-17,17636.59999
2019-04-18,15266.875
2019-04-19,16040.26896
2019-04-20,21825.18
2019-04-21,26096.74102
2019-04-22,18352.981
2019-04-23,16632.44497
2019-04-24,16730.10398
2019-04-25,14878.694
2019-04-26,15935.37704
2019-04-27,21680.035
2019-04-28,25685.65497
2019-04-29,18232.122
2019-04-30,15844.914
2019-05-01,23562.219005
2019-05-02,18009.849
2019-05-03,18154.389
2019-05-04,24772.47412
2019-05-05,31616.807099999998
2019-05-06,19272.15503
2019-05-07,17735.625
2019-05-08,17824.74299
2019-05-09,16828.75602
2019-05-10,16991.624
2019-05-11,24601.89897
2019-05-12,22222.886
2019-05-13,20185.13704
2019-05-14,17363.220014
2019-05-15,18286.14101
2019-05-16,17095.40097
2019-05-17,16283.536
2019-05-18,23827.671
2019-05-19,28672.099009999998
2019-05-20,19075.757
2019-05-21,16228.371
2019-05-22,16662.275
2019-05-23,15136.32499
2019-05-24,19615.09903
2019-05-25,20700.194
2019-05-26,26364.79103
2019-05-27,18954.42003
2019-05-28,17491.019
2019-05-29,17707.795
2019-05-30,17993.572
2019-05-31,16809.404
2019-06-01,25371.08998
2019-06-02,32524.033
2019-06-03,21891.415
2019-06-04,19094.757
2019-06-05,18808.25297
2019-06-06,16345.82399
2019-06-07,18132.738
2019-06-08,22607.092
2019-06-09,28545.14599
2019-06-10,19812.58299
2019-06-11,16215.672
2019-06-12,18099.43702
2019-06-13,15408.544039999999
2019-06-14,16292.92502
2019-06-15,23887.57697
2019-06-16,23890.74499
2019-06-17,20545.10902
2019-06-18,17451.573
2019-06-19,17078.42501
2019-06-20,15818.53
2019-06-21,16023.577009999999
2019-06-22,21732.73
2019-06-23,27385.8781
2019-06-24,19124.95099
2019-06-25,16600.73095
2019-06-26,16725.106
2019-06-27,14618.36596
2019-06-28,16665.16
2019-06-29,23675.542989999998
2019-06-30,27412.18003
2019-07-01,22459.97
2019-07-02,19433.88
2019-07-03,18971.432
2019-07-04,16933.728
2019-07-05,18205.434
2019-07-06,22067.574
2019-07-07,25665.431004
2019-07-08,19438.16303
2019-07-09,16471.90098
2019-07-10,16761.494
2019-07-11,15068.221
2019-07-12,15702.74099
2019-07-13,20344.52703
2019-07-14,23253.26802
2019-07-15,18740.844
2019-07-16,17542.38998
2019-07-17,16768.216949999998
2019-07-18,14765.96899
2019-07-19,15207.903
2019-07-20,19887.16602
2019-07-21,22549.504
2019-07-22,18130.16298
2019-07-23,15844.30498
2019-07-24,15426.56103
2019-07-25,15298.26
2019-07-26,15253.59392
2019-07-27,19389.39903
2019-07-28,22197.06805
2019-07-29,17310.131
2019-07-30,15941.396
2019-07-31,17459.70002
2019-08-01,17514.44698
2019-08-02,18971.207019999998
2019-08-03,22653.122
2019-08-04,24549.78898
2019-08-05,19950.799
2019-08-06,17238.54901
2019-08-07,17243.229
2019-08-08,15473.181
2019-08-09,16084.541
2019-08-10,19045.199
2019-08-11,22383.759
2019-08-12,18487.22402
2019-08-13,16030.065
2019-08-14,16338.14299
2019-08-15,15700.041
2019-08-16,17934.97597
2019-08-17,20896.22303
2019-08-18,23828.4381
2019-08-19,18812.34099
2019-08-20,16995.193
2019-08-21,16497.143
2019-08-22,14994.22903
2019-08-23,16785.308
2019-08-24,19652.417
2019-08-25,23250.718
2019-08-26,18161.71002
2019-08-27,16610.408
2019-08-28,17349.78202
2019-08-29,15084.045
2019-08-30,16286.72999
2019-08-31,23555.41203
2019-09-01,31496.2429
2019-09-02,22917.981
2019-09-03,19755.28597
2019-09-04,19608.690020000002
2019-09-05,16754.740996
2019-09-06,15767.729010000001
2019-09-07,24488.152000000002
2019-09-08,30099.86503
2019-09-09,20325.87803
2019-09-10,16549.58197
2019-09-11,17202.027000000002
2019-09-12,15154.29498
2019-09-13,15815.929
2019-09-14,23237.75602
2019-09-15,29431.83903
2019-09-16,20315.53099
2019-09-17,17861.088
2019-09-18,17200.786
2019-09-19,15414.75
2019-09-20,16819.33698
2019-09-21,22777.346
2019-09-22,28301.1449
2019-09-23,19526.35203
2019-09-24,17350.493
2019-09-25,17010.938
2019-09-26,14765.451
2019-09-27,17324.60697
2019-09-28,23837.38102
2019-09-29,28771.108
2019-09-30,19519.12403
2019-10-01,21064.798
2019-10-02,20464.97302
2019-10-03,17809.73698
2019-10-04,18289.46603
2019-10-05,24613.41908
2019-10-06,28273.313000000002
2019-10-07,18996.118
2019-10-08,17229.10504
2019-10-09,16683.69402
2019-10-10,15785.619
2019-10-11,18527.64303
2019-10-12,21258.156
2019-10-13,28097.4091
2019-10-14,19832.55502
2019-10-15,17646.667
2019-10-16,19756.54299
2019-10-17,16686.03898
2019-10-18,18258.71703
2019-10-19,23598.099
2019-10-20,28683.12203
2019-10-21,19436.25995
2019-10-22,16582.13802
2019-10-23,17643.93701
2019-10-24,14456.692000000001
2019-10-25,15996.72103
2019-10-26,21634.041
2019-10-27,27707.76403
2019-10-28,18434.299
2019-10-29,16342.392
2019-10-30,16684.172
2019-10-31,14121.502
2019-11-01,17067.377950000002
2019-11-02,22189.97898
2019-11-03,28856.04997
2019-11-04,20750.79497
2019-11-05,17784.87898
2019-11-06,17929.006
2019-11-07,15507.98396
2019-11-08,16783.772
2019-11-09,22755.26403
2019-11-10,27973.672
2019-11-11,18899.095
2019-11-12,16703.563000000002
2019-11-13,16748.634000000002
2019-11-14,14228.97798
2019-11-15,16416.69097
2019-11-16,23093.43113
2019-11-17,28799.197
2019-11-18,19800.987
2019-11-19,16772.109
2019-11-20,17701.27098
2019-11-21,14931.44199
2019-11-22,16471.764
2019-11-23,21891.43197
2019-11-24,27446.67801
2019-11-25,19108.585
2019-11-26,16510.24702
2019-11-27,17352.87603
2019-11-28,14999.212
2019-11-29,17836.418
2019-11-30,22582.96301
2019-12-01,31055.97503
2019-12-02,21705.30298
2019-12-03,18235.819
2019-12-04,17703.65903
2019-12-05,15618.393
2019-12-06,17596.954
2019-12-07,22608.15097
2019-12-08,27707.50497
2019-12-09,19630.415
2019-12-10,18327.993
2019-12-11,17724.57101
2019-12-12,15824.972
2019-12-13,16528.82297
2019-12-14,20527.12703
2019-12-15,27241.64495
2019-12-16,20530.15603
2019-12-17,18243.04797
2019-12-18,18414.552
2019-12-19,18853.141
2019-12-20,16296.47
2019-12-21,19815.130979999998
2019-12-22,21834.96099
2019-12-23,25687.774999999998
2019-12-24,18318.86396
2019-12-26,17437.458
2019-12-27,18026.65601
2019-12-28,19318.7
2019-12-29,18159.218986
2019-12-30,22802.318
2019-12-31,19569.015
2020-01-01,475.452
2020-01-02,25491.22603
2020-01-03,20822.72497
2020-01-04,27540.985959999998
2020-01-05,31445.94199
2020-01-06,20714.997
2020-01-07,20034.099
2020-01-08,19658.68704
2020-01-09,17116.811
2020-01-10,18841.548
2020-01-11,25540.386
2020-01-12,28786.5591
2020-01-13,20166.307
2020-01-14,16914.81203
2020-01-15,17841.096
2020-01-16,17234.81402
2020-01-17,18491.589
2020-01-18,25605.943
2020-01-19,29588.923
2020-01-20,20625.57903
2020-01-21,17985.388
2020-01-22,18263.421
2020-01-23,16524.21102
2020-01-24,17965.704
