date,sales
2019-01-01,0.0
2019-01-02,1526.750002
2019-01-03,1094.310994
2019-01-04,1293.1209955
2019-01-05,1245.637004
2019-01-06,1443.776992
2019-01-07,947.7959989999999
2019-01-08,1038.922001
2019-01-09,988.307997
2019-01-10,919.898002
2019-01-11,1293.5960015
2019-01-12,1351.824
2019-01-13,1632.925999
2019-01-14,996.889999
2019-01-15,992.65
2019-01-16,1211.623002
2019-01-17,929.5560005
2019-01-18,1257.707001
2019-01-19,1514.423995
2019-01-20,1626.908
2019-01-21,1014.9060029999999
2019-01-22,993.845999
2019-01-23,1097.2350045
2019-01-24,798.068999
2019-01-25,1146.795995
2019-01-26,1390.4600053
2019-01-27,1441.376005
2019-01-28,913.134
2019-01-29,931.1310025
2019-01-30,997.191998
2019-01-31,923.065002
2019-02-01,1316.212996
2019-02-02,1507.9999970000001
2019-02-03,1610.380994
2019-02-04,1056.923003
2019-02-05,960.667999
2019-02-06,985.696999
2019-02-07,904.759998
2019-02-08,1254.702003
2019-02-09,1090.3770047
2019-02-10,883.9209969999999
2019-02-11,930.926999
2019-02-12,1189.250998
2019-02-13,1241.727997
2019-02-14,1053.961002
2019-02-15,1405.364997
2019-02-16,1756.29301
2019-02-17,1414.717993
2019-02-18,1173.406999
2019-02-19,1027.559005
2019-02-20,1198.511993
2019-02-21,1035.5180025
2019-02-22,1340.2500029999999
2019-02-23,1307.885
2019-02-24,1695.577992
2019-02-25,1040.140002
2019-02-26,891.6430055000001
2019-02-27,1031.313997
2019-02-28,982.195
2019-03-01,1536.031002
2019-03-02,1732.875003
2019-03-03,1880.333996
2019-03-04,1274.672998
2019-03-05,1068.046001
2019-03-06,1184.304003
2019-03-07,1051.620998
2019-03-08,1369.1889939999999
2019-03-09,1542.810997
2019-03-10,1735.4959959999999
2019-03-11,1103.204001
2019-03-12,938.1890000000001
2019-03-13,1095.670999
2019-03-14,1023.3779989999999
2019-03-15,1489.734001
2019-03-16,1612.841998
2019-03-17,1840.702
2019-03-18,1088.999998
2019-03-19,888.427006
2019-03-20,1103.473004
2019-03-21,1092.074004
2019-03-22,1363.05899
2019-03-23,1447.475992
2019-03-24,1526.820009
2019-03-25,1001.6799985
2019-03-26,850.857004
2019-03-27,1274.496989
2019-03-28,1444.660001
2019-03-29,1354.622999
2019-03-30,1040.899999
2019-03-31,1120.684001
2019-04-01,1055.867
2019-04-02,892.877998
2019-04-03,873.6430003
2019-04-04,811.520005
2019-04-05,1004.6709999999999
2019-04-06,1216.787
2019-04-07,1186.093997
2019-04-08,838.739
2019-04-09,860.6579977
2019-04-10,945.404003
2019-04-11,982.299998
2019-04-12,1287.483003
2019-04-13,1443.279
2019-04-14,1741.626993
2019-04-15,1179.526001
2019-04-16,1105.191001
2019-04-17,1211.635001
2019-04-18,947.721999
2019-04-19,1252.790995
2019-04-20,1557.50101
2019-04-21,1677.906994
2019-04-22,1135.755001
2019-04-23,897.9350005
2019-04-24,1062.944997
2019-04-25,934.250998
2019-04-26,1240.809996
2019-04-27,1335.896996
2019-04-28,1656.5029993
2019-04-29,967.529002
2019-04-30,994.556002
2019-05-01,1628.10801
2019-05-02,1186.121996
2019-05-03,1391.7530033
2019-05-04,1624.497994
2019-05-05,1792.074011
2019-05-06,1094.592998
2019-05-07,1035.484004
2019-05-08,1138.787006
2019-05-09,950.9089995
2019-05-10,1317.468002
2019-05-11,1503.846
2019-05-12,1091.9830005000001
2019-05-13,1007.092999
2019-05-14,922.881994
2019-05-15,1067.214012
2019-05-16,1127.513
2019-05-17,1277.120003
2019-05-18,1482.978999
2019-05-19,1681.3250010000002
2019-05-20,991.738997
2019-05-21,1037.690004
2019-05-22,975.2959975
2019-05-23,930.436
2019-05-24,1373.325002
2019-05-25,1210.5159959999999
2019-05-26,1340.603996
2019-05-27,976.2650005
2019-05-28,988.6070055
2019-05-29,1068.777996
2019-05-30,1002.9359979999999
2019-05-31,1240.315001
2019-06-01,1550.083003
2019-06-02,1917.363002
2019-06-03,1258.981994
2019-06-04,1028.424006
2019-06-05,1094.639975
2019-06-06,826.677001
2019-06-07,1010.500992
2019-06-08,1096.602005
2019-06-09,1103.846997
2019-06-10,683.378001
2019-06-11,656.3220025
2019-06-12,669.6649987000001
2019-06-13,671.2640042
2019-06-14,921.8329992
2019-06-15,994.0700021
2019-06-16,959.21
2019-06-17,863.417997
2019-06-18,733.9160015
2019-06-19,707.218
2019-06-20,742.667004
2019-06-21,814.1549945
2019-06-22,1083.007005
2019-06-23,1209.993002
2019-06-24,743.0020033
2019-06-25,752.432006
2019-06-26,834.431002
2019-06-27,784.34
2019-06-28,1097.5579950000001
2019-06-29,1313.627996
2019-06-30,1466.347006
2019-07-01,1251.2120135
2019-07-02,1051.496
2019-07-03,1121.613993
2019-07-04,969.818
2019-07-05,1268.513005
2019-07-06,1275.371997
2019-07-07,1420.431999
2019-07-08,943.131996
2019-07-09,862.6300033
2019-07-10,939.824995
2019-07-11,752.501002
2019-07-12,1041.480996
2019-07-13,1116.5860015
2019-07-14,1269.646999
