date,sales
2019-01-01,42.637
2019-01-02,13975.884938
2019-01-03,10674.393983
2019-01-04,10772.515038
2019-01-05,13475.009055
2019-01-06,15921.096981
2019-01-07,10086.555999
2019-01-08,8724.139959
2019-01-09,8488.299022
2019-01-10,7398.100995
2019-01-11,9349.832018
2019-01-12,11391.5189905
2019-01-13,14662.882989
2019-01-14,8381.717039
2019-01-15,8715.745979
2019-01-16,9081.146008
2019-01-17,7620.589976
2019-01-18,9281.115986
2019-01-19,12669.534942
2019-01-20,14530.792997
2019-01-21,9278.286965
2019-01-22,7386.559012
2019-01-23,8236.131007
2019-01-24,7133.687974
2019-01-25,9472.988986
2019-01-26,12336.019999
2019-01-27,13938.214045
2019-01-28,8585.101014
2019-01-29,7318.931993
2019-01-30,7812.140023
2019-01-31,7515.26502
2019-02-01,12681.827035
2019-02-02,15624.826805
2019-02-03,16522.964032
2019-02-04,10379.74896
2019-02-05,9095.463058
2019-02-06,8607.582996
2019-02-07,8081.0440149999995
2019-02-08,9960.698951
2019-02-09,11998.345011
2019-02-10,9074.26499
2019-02-11,8642.55796
2019-02-12,10367.136934
2019-02-13,8411.432997
2019-02-14,7762.873973
2019-02-15,9649.863978
2019-02-16,13974.86604
2019-02-17,12054.484042
2019-02-18,10167.533059
2019-02-19,7843.538969
2019-02-20,8211.301005
2019-02-21,7423.853983
2019-02-22,8862.193054
2019-02-23,12487.798069
2019-02-24,14674.940068
2019-02-25,8917.479995
2019-02-26,7546.365001
2019-02-27,7598.254984
2019-02-28,7743.117933
2019-03-01,12374.51606
2019-03-02,16380.87509
2019-03-03,18187.60901
2019-03-04,10869.801976
2019-03-05,9323.364069
2019-03-06,8976.226003
2019-03-07,8102.016018
2019-03-08,9923.214022
2019-03-09,12916.680949
2019-03-10,14451.378143
2019-03-11,8940.910014
2019-03-12,7071.4070090000005
2019-03-13,7867.7740269999995
2019-03-14,6875.926001
2019-03-15,9997.117011
2019-03-16,13590.082988
2019-03-17,15441.773978000001
2019-03-18,8626.865018
2019-03-19,7693.962982
2019-03-20,8149.442001
2019-03-21,7021.581991
2019-03-22,8947.814017
2019-03-23,12476.98311
2019-03-24,13416.972104
2019-03-25,8110.58896
2019-03-26,6320.350016
2019-03-27,6657.21602
2019-03-28,6570.192011
2019-03-29,8595.298999
2019-03-30,11989.508057
2019-03-31,12932.013073
2019-04-01,11456.621007
2019-04-02,10417.988021
2019-04-03,9475.532042
2019-04-04,8505.154995
2019-04-05,10348.492984
2019-04-06,13598.484
2019-04-07,15874.582913
2019-04-08,9180.722956
2019-04-09,7886.891002
2019-04-10,8164.493956
2019-04-11,6950.238996
2019-04-12,9726.889066
2019-04-13,12267.050979
2019-04-14,14216.171872
2019-04-15,9598.817041
2019-04-16,9545.88104
2019-04-17,8594.797006
2019-04-18,7495.189993
2019-04-19,9507.357984
2019-04-20,12551.315994
2019-04-21,14540.00707
2019-04-22,8992.139009
2019-04-23,8319.521975
2019-04-24,7886.022994
2019-04-25,7251.42798
2019-04-26,9402.678013
2019-04-27,12145.848971
2019-04-28,14644.298005
2019-04-29,8312.002013
2019-04-30,8383.902962
2019-05-01,14286.17595
2019-05-02,9714.145061
2019-05-03,11378.700001000001
2019-05-04,13927.779953
2019-05-05,16896.579859999998
2019-05-06,10161.437
2019-05-07,8628.016045
2019-05-08,8565.045974999999
2019-05-09,8958.417018
2019-05-10,10857.287957
2019-05-11,14943.808068
2019-05-12,11906.278989
2019-05-13,9020.288977
2019-05-14,7814.79801
2019-05-15,8510.219022
2019-05-16,8298.688038
2019-05-17,10346.694959
2019-05-18,12639.514958
2019-05-19,14625.703966000001
2019-05-20,9244.39802
2019-05-21,7626.935957
2019-05-22,7411.871993
2019-05-23,7839.4350460000005
2019-05-24,11906.765929
2019-05-25,11154.563935
2019-05-26,12363.980977
2019-05-27,8601.401966
2019-05-28,7842.453047
2019-05-29,7723.819953
2019-05-30,8257.06699
2019-05-31,10176.411982
2019-06-01,16267.957975
2019-06-02,19121.498997
2019-06-03,12269.162968
2019-06-04,10092.253061
2019-06-05,9605.557007
2019-06-06,8548.65097
2019-06-07,11285.162955
2019-06-08,12531.440011
2019-06-09,15415.229227
2019-06-10,9537.819991
2019-06-11,6881.2890179999995
2019-06-12,7879.82401
2019-06-13,7199.532014
2019-06-14,10279.31597
2019-06-15,15399.890964
2019-06-16,13141.984984
2019-06-17,9582.033005
2019-06-18,8455.552967
2019-06-19,8213.58396
2019-06-20,7808.092014
2019-06-21,9953.314014
2019-06-22,12009.276036
2019-06-23,15344.742955
2019-06-24,9131.403024
2019-06-25,7797.080974
